"occurrenceID","basisofRecord","organismScope","catalogNumber","otherCatalogNumbers","eventID","scientificName","taxonRank","identifiedBy","identificationQualifier","identificationRemarks","organismRemarks","individualCount","institutionID","associatedMedia","lifestage","sex","preparations","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","supergenus","genus","subgenus","species","subspecies","locality","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","geoReferenceProtocol","year","month","day","maximumDepthInMeters","minimumDepthInMeters","recordedBy","samplingProtocol","habitatGeomorphologicalZone","habitatSubstrate","habitatBiotic","eventTime","verbatimCoordinates","eventMedia"
"KB17-039","Specimen","organism","442213","AH9BK88|AH9BK89","KANF007","Lutjanus fulvus","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Lutjanidae",NA,NA,"Lutjanus",NA,"fulvus",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side, sandflat, fore reef beach and reef front.",21.444,-157.7964,100,"Google Earth",2017,5,22,5,0,"Julie Zill| Lynne Parenti| Kathleen Cole| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Snorkel| Dip nets| Spear","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral",NA,"12:30/14:00",NA,NA
"KB17-040","Specimen","organism","442214","AH9BK90|AH9BK91","KANF007","Mulloidichthys vanicolensis","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Mullidae",NA,NA,"Mulloidichthys",NA,"vanicolensis",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side, sandflat, fore reef beach and reef front.",21.444,-157.7964,100,"Google Earth",2017,5,22,5,0,"Julie Zill| Lynne Parenti| Kathleen Cole| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Snorkel| Dip nets| Spear","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral",NA,"12:30/14:00",NA,NA
"KB17-041","Specimen","organism","442215","AH9BK92|AH9BK93","KANF007","Abudefduf abdominalis","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Pomacentridae",NA,NA,"Abudefduf",NA,"abdominalis",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side, sandflat, fore reef beach and reef front.",21.444,-157.7964,100,"Google Earth",2017,5,22,5,0,"Julie Zill| Lynne Parenti| Kathleen Cole| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Snorkel| Dip nets| Spear","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral",NA,"12:30/14:00",NA,NA
"KB17-042","Specimen","organism","442216","AH9BK94|AH9BK95","KANF007","Thalassoma duperrey","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Labridae",NA,NA,"Thalassoma",NA,"duperrey",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side, sandflat, fore reef beach and reef front.",21.444,-157.7964,100,"Google Earth",2017,5,22,5,0,"Julie Zill| Lynne Parenti| Kathleen Cole| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Snorkel| Dip nets| Spear","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral",NA,"12:30/14:00",NA,NA
"KB17-043","Specimen","organism","442217","AH9BK96|AH9BK97","KANF007","Ctenochaetus strigosus","Species","Diane E. Pitassy","cf",NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Acanthuridae",NA,NA,"Ctenochaetus",NA,"strigosus",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side, sandflat, fore reef beach and reef front.",21.444,-157.7964,100,"Google Earth",2017,5,22,5,0,"Julie Zill| Lynne Parenti| Kathleen Cole| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Snorkel| Dip nets| Spear","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral",NA,"12:30/14:00",NA,NA
"KB17-044","Specimen","organism","442218","AH9BK98|AH9BK99","KANF007","Acanthurus nigroris","Species","Richard L. Pyle",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Acanthuridae",NA,NA,"Acanthurus",NA,"nigroris",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side, sandflat, fore reef beach and reef front.",21.444,-157.7964,100,"Google Earth",2017,5,22,5,0,"Julie Zill| Lynne Parenti| Kathleen Cole| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Snorkel| Dip nets| Spear","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral",NA,"12:30/14:00",NA,NA
"KB17-045","Specimen","organism","442219","AH9BL00|AH9BL01","KANF007","Acanthurus triostegus","Species","Richard L. Pyle",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Acanthuridae",NA,NA,"Acanthurus",NA,"triostegus",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side, sandflat, fore reef beach and reef front.",21.444,-157.7964,100,"Google Earth",2017,5,22,5,0,"Julie Zill| Lynne Parenti| Kathleen Cole| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Snorkel| Dip nets| Spear","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral",NA,"12:30/14:00",NA,NA
"KB17-046","Specimen","organism","442220","AH9BL02|AH9BL03","KANF007","Zebrasoma velifer","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Acanthuridae",NA,NA,"Zebrasoma",NA,"velifer",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side, sandflat, fore reef beach and reef front.",21.444,-157.7964,100,"Google Earth",2017,5,22,5,0,"Julie Zill| Lynne Parenti| Kathleen Cole| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Snorkel| Dip nets| Spear","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral",NA,"12:30/14:00",NA,NA
"KB17-047","Specimen","organism","442221","AH9BL04|AH9BL05","KANF007","Saurida gracilis","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Aulopiformes",NA,NA,"Synodontidae",NA,NA,"Saurida",NA,"gracilis",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side, sandflat, fore reef beach and reef front.",21.444,-157.7964,100,"Google Earth",2017,5,22,5,0,"Julie Zill| Lynne Parenti| Kathleen Cole| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Snorkel| Dip nets| Spear","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral",NA,"12:30/14:00",NA,NA
"KB17-048","Specimen","organism","442222","AH9BL06|AH9BL07","KANF007","Arothron hispidus","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Tetraodontiformes",NA,NA,"Tetraodontidae",NA,NA,"Arothron",NA,"hispidus",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side, sandflat, fore reef beach and reef front.",21.444,-157.7964,100,"Google Earth",2017,5,22,5,0,"Julie Zill| Lynne Parenti| Kathleen Cole| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Snorkel| Dip nets| Spear","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral",NA,"12:30/14:00",NA,NA
"KB17-049","Specimen","organism","442223","AH9BL08|AH9BL09","KANF007","Arothron hispidus","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Tetraodontiformes",NA,NA,"Tetraodontidae",NA,NA,"Arothron",NA,"hispidus",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, windward side, sandflat, fore reef beach and reef front.",21.444,-157.7964,100,"Google Earth",2017,5,22,5,0,"Julie Zill| Lynne Parenti| Kathleen Cole| Zeehan Jaafar| Diane Pitassy | Haven Banshaw","Snorkel| Dip nets| Spear","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral",NA,"12:30/14:00",NA,NA
"KB17-050","Specimen","organism","442224","AH9BL10","KANF008","Eviota epiphanes","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","N",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Eviota",NA,"epiphanes",NA,"Hawaii, Oahu, Kaneohe Bay, patch reef 14, windward side, rubble sample",21.453,-157.801,NA,NA,2017,5,22,2,1,"Gustav Paulay | Macroinvertebrate Bioblitz team","By hand","patch reef","rubble",NA,NA,NA,NA
"KB17-051","Specimen","organism","442225","AH9BL11","KANF008","Eviota epiphanes","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","N",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Eviota",NA,"epiphanes",NA,"Hawaii, Oahu, Kaneohe Bay, patch reef 14, windward side, rubble sample",21.453,-157.801,NA,NA,2017,5,22,2,1,"Gustav Paulay | Macroinvertebrate Bioblitz team","By hand","patch reef","rubble",NA,NA,NA,NA
"KB17-052","Specimen","organism","442226","AH9BL12","KANF008","Eviota epiphanes","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","N",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Eviota",NA,"epiphanes",NA,"Hawaii, Oahu, Kaneohe Bay, patch reef 14, windward side, rubble sample",21.453,-157.801,NA,NA,2017,5,22,2,1,"Gustav Paulay | Macroinvertebrate Bioblitz team","By hand","patch reef","rubble",NA,NA,NA,NA
"KB17-054","Specimen","organism","442227","AH9BL13|AH9BL14","KANF010","Asterropteryx semipunctata","Species","Lynne R. Parenti",NA,NA,NA,1,"USNM","Y",NA,"male","Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Asterropteryx",NA,"semipunctata",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, leeward side, in front of Lanai suites, coral community near mangroves",21.4345,-157.7901,100,"Google Earth",2017,5,23,5,0,"Michael Henley","Snorkel| Dip nets","Inner fringing reef flat","live coral|silty sand",NA,"10:45/11:15",NA,NA
"KB17-055","Specimen","organism","442228","AH9BL15|AH9BL16","KANF010","Asterropteryx semipunctata","Species","Lynne R. Parenti",NA,NA,NA,1,"USNM","N",NA,"male","Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Asterropteryx",NA,"semipunctata",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, leeward side, in front of Lanai suites, coral community near mangroves",21.4345,-157.7901,100,"Google Earth",2017,5,23,5,0,"Michael Henley","Snorkel| Dip nets","Inner fringing reef flat","live coral|silty sand",NA,"10:45/11:15",NA,NA
"KB17-056","Specimen","organism","442229",NA,"KANF010","Asterropteryx semipunctata","Species","Lynne R. Parenti",NA,NA,NA,1,"USNM","N",NA,"male","Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Asterropteryx",NA,"semipunctata",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, leeward side, in front of Lanai suites, coral community near mangroves",21.4345,-157.7901,100,"Google Earth",2017,5,23,5,0,"Michael Henley","Snorkel| Dip nets","Inner fringing reef flat","live coral|silty sand",NA,"10:45/11:15",NA,NA
"KB17-057","Specimen","organism","442230","AH9BL18","KANF010","Asterropteryx semipunctata","Species","Lynne R. Parenti",NA,NA,"Double papillae.",1,"USNM","Y",NA,"male","Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Asterropteryx",NA,"semipunctata",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, leeward side, in front of Lanai suites, coral community near mangroves",21.4345,-157.7901,100,"Google Earth",2017,5,23,5,0,"Michael Henley","Snorkel| Dip nets","Inner fringing reef flat","live coral|silty sand",NA,"10:45/11:15",NA,NA
"KB17-058","Specimen","organism","442231","AH9BL19|AH9BL20","KANF009","Asterropteryx semipunctata","Species","Lynne R. Parenti",NA,NA,NA,1,"USNM","Y",NA,"male","Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Asterropteryx",NA,"semipunctata",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, reef flat and fringing reef off southern point of island.",21.4307,-157.7874,100,"Google Earth",2017,5,23,1,0,"Zeehan Jaafar| Diane Pitassy| Jonathan Daly | Kirill Vinnikov","Snorkel| Dip nets","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral|rubble",NA,"08:15/11:15",NA,NA
"KB17-059","Specimen","organism","442232","AH9BL21","KANF009","Asterropteryx semipunctata","Species","Lynne R. Parenti",NA,NA,NA,1,"USNM","N",NA,"male","Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Asterropteryx",NA,"semipunctata",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, reef flat and fringing reef off southern point of island.",21.4307,-157.7874,100,"Google Earth",2017,5,23,1,0,"Zeehan Jaafar| Diane Pitassy| Jonathan Daly | Kirill Vinnikov","Snorkel| Dip nets","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral|rubble",NA,"08:15/11:15",NA,NA
"KB17-060","Specimen","organism","442233","AH9BL22|AH9BL23","KANF009","Gnatholepis anjerensis","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Gnatholepis",NA,"anjerensis",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, reef flat and fringing reef off southern point of island.",21.4307,-157.7874,100,"Google Earth",2017,5,23,1,0,"Zeehan Jaafar| Diane Pitassy| Jonathan Daly | Kirill Vinnikov","Snorkel| Dip nets","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral|rubble",NA,"08:15/11:15",NA,NA
"KB17-061","Specimen","organism","442234","AH9BL24|AH9BL25","KANF009","Bathygobius cocosensis","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Bathygobius",NA,"cocosensis",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, reef flat and fringing reef off southern point of island.",21.4307,-157.7874,100,"Google Earth",2017,5,23,1,0,"Zeehan Jaafar| Diane Pitassy| Jonathan Daly | Kirill Vinnikov","Snorkel| Dip nets","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral|rubble",NA,"08:15/11:15",NA,NA
"KB17-062","Specimen","organism","442235","AH9BL26|AH9BL27","KANF009","Gnatholepis anjerensis","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Gnatholepis",NA,"anjerensis",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, reef flat and fringing reef off southern point of island.",21.4307,-157.7874,100,"Google Earth",2017,5,23,1,0,"Zeehan Jaafar| Diane Pitassy| Jonathan Daly | Kirill Vinnikov","Snorkel| Dip nets","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral|rubble",NA,"08:15/11:15",NA,NA
"KB17-063","Specimen","organism","442236","AH9BL28|AH9BL29","KANF009","Bathygobius cocosensis","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Bathygobius",NA,"cocosensis",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, reef flat and fringing reef off southern point of island.",21.4307,-157.7874,100,"Google Earth",2017,5,23,1,0,"Zeehan Jaafar| Diane Pitassy| Jonathan Daly | Kirill Vinnikov","Snorkel| Dip nets","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral|rubble",NA,"08:15/11:15",NA,NA
"KB17-064","Specimen","organism","442237","AH9BL30|AH9BL31","KANF009","Gnatholepis anjerensis","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Gnatholepis",NA,"anjerensis",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, reef flat and fringing reef off southern point of island.",21.4307,-157.7874,100,"Google Earth",2017,5,23,1,0,"Zeehan Jaafar| Diane Pitassy| Jonathan Daly | Kirill Vinnikov","Snorkel| Dip nets","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral|rubble",NA,"08:15/11:15",NA,NA
"KB17-065","Specimen","organism","442238","AH9BL32|AH9BL33","KANF009","Bathygobius cocosensis","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Bathygobius",NA,"cocosensis",NA,"Hawaii, Oahu, Kaneohe Bay, Coconut Island, reef flat and fringing reef off southern point of island.",21.4307,-157.7874,100,"Google Earth",2017,5,23,1,0,"Zeehan Jaafar| Diane Pitassy| Jonathan Daly | Kirill Vinnikov","Snorkel| Dip nets","Inner fringing reef flat|reef crest","coarse sand|dead coral|live coral|rubble",NA,"08:15/11:15",NA,NA
"KB17-066","Specimen","organism","442239","AH9BL34","KANF011","Eviota epiphanes","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Gobiidae",NA,NA,"Eviota",NA,"epiphanes",NA,"Hawaii, Oahu, Kaneohe Bay, patch reef 14, windward side",21.453,-157.801,NA,NA,2017,5,22,12,1,"Gustav Paulay | Macroinvertebrate Bioblitz team","Scuba","patch reef",NA,NA,NA,NA,NA
"KB17-067","Specimen","organism","442240","AH9BL35|AH9BL36","KANF012","Taenianotus triacanthus","Species","Diane E. Pitassy",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Scorpaeniformes",NA,NA,"Scorpaenidae",NA,NA,"Taenianotus",NA,"triacanthus",NA,"Hawaii, Oahu, Kaneohe Bay, patch reef 26",21.4667,-157.8181,100,"GPS",2017,5,22,5,4,"Daniel Gross","Scuba| By hand","patch reef",NA,NA,NA,NA,NA
"KB17-068","Specimen","organism","442241","AH9BL37|AH9BL38","KANF013","Sphyraena barracuda","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Sphyraenidae",NA,NA,"Sphyraena",NA,"barracuda",NA,"Hawaii, Oahu, Kaneohe Bay, He'eia fish pond.",21.4372,-157.8058,50,"GPS",2017,5,23,3,0,"Loea Morgan| Keliiahonui Kotubetey| Kanaloa Bishop| Hi'ilei Kawelo| Keahi Piiohia| Kinohi Pizarro| Tina Ramoy| Lynne Parenti | Jonathan Daly","Hook and line|Cast-net|Dipnet","Lagoon floor","mud",NA,"10:00/15:00",NA,NA
"KB17-069","Specimen","organism","442242","AH9BL39|AH9BL40","KANF013","Sardinella marquesensis","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Clupeiformes",NA,NA,"Clupeidae",NA,NA,"Sardinella",NA,"marquesensis",NA,"Hawaii, Oahu, Kaneohe Bay, He'eia fish pond.",21.4372,-157.8058,50,"GPS",2017,5,23,3,0,"Loea Morgan| Keliiahonui Kotubetey| Kanaloa Bishop| Hi'ilei Kawelo| Keahi Piiohia| Kinohi Pizarro| Tina Ramoy| Lynne Parenti | Jonathan Daly","Hook and line|Cast-net|Dipnet","Lagoon floor","mud",NA,"10:00/15:00",NA,NA
"KB17-070","Specimen","organism","442243","AH9BL41|AH9BL42","KANF013","Sardinella marquesensis","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Clupeiformes",NA,NA,"Clupeidae",NA,NA,"Sardinella",NA,"marquesensis",NA,"Hawaii, Oahu, Kaneohe Bay, He'eia fish pond.",21.4372,-157.8058,50,"GPS",2017,5,23,3,0,"Loea Morgan| Keliiahonui Kotubetey| Kanaloa Bishop| Hi'ilei Kawelo| Keahi Piiohia| Kinohi Pizarro| Tina Ramoy| Lynne Parenti | Jonathan Daly","Hook and line|Cast-net|Dipnet","Lagoon floor","mud",NA,"10:00/15:00",NA,NA
"KB17-071","Specimen","organism","442244","AH9BL43|AH9BL44","KANF013","Lutjanus fulvus","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Lutjanidae",NA,NA,"Lutjanus",NA,"fulvus",NA,"Hawaii, Oahu, Kaneohe Bay, He'eia fish pond.",21.4372,-157.8058,50,"GPS",2017,5,23,3,0,"Loea Morgan| Keliiahonui Kotubetey| Kanaloa Bishop| Hi'ilei Kawelo| Keahi Piiohia| Kinohi Pizarro| Tina Ramoy| Lynne Parenti | Jonathan Daly","Hook and line|Cast-net|Dipnet","Lagoon floor","mud",NA,"10:00/15:00",NA,NA
"KB17-072","Specimen","organism","442245","AH9BL45|AH9BL46","KANF013","Moolgarda engeli","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Mugilidae",NA,NA,"Moolgarda",NA,"engeli",NA,"Hawaii, Oahu, Kaneohe Bay, He'eia fish pond.",21.4372,-157.8058,50,"GPS",2017,5,23,3,0,"Loea Morgan| Keliiahonui Kotubetey| Kanaloa Bishop| Hi'ilei Kawelo| Keahi Piiohia| Kinohi Pizarro| Tina Ramoy| Lynne Parenti | Jonathan Daly","Hook and line|Cast-net|Dipnet","Lagoon floor","mud",NA,"10:00/15:00",NA,NA
"KB17-073","Specimen","organism","442246","AH9BL47|AH9BL48","KANF013","Lutjanus fulvus","Species","Zeehan Jaafar",NA,NA,NA,1,"USNM","Y",NA,NA,"Formalin fixed specimen| Tissue (95% ethanol)","Chordata",NA,NA,"Actinopterygii",NA,NA,"Perciformes",NA,NA,"Lutjanidae",NA,NA,"Lutjanus",NA,"fulvus",NA,"Hawaii, Oahu, Kaneohe Bay, He'eia fish pond.",21.4372,-157.8058,50,"GPS",2017,5,23,3,0,"Loea Morgan| Keliiahonui Kotubetey| Kanaloa Bishop| Hi'ilei Kawelo| Keahi Piiohia| Kinohi Pizarro| Tina Ramoy| Lynne Parenti | Jonathan Daly","Hook and line|Cast-net|Dipnet","Lagoon floor","mud",NA,"10:00/15:00",NA,NA
